Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"907345000","814200","3596","2312.3",""
"908483000","826800","3596","2315.7",""
"909741000","826800","3596","2319.5",""
"911342000","826800","3596","2324.2","0x82D00000A0000E60"
"912534000","826800","3596","2327.6",""
"913786000","826800","3596","2331.5","0xA2D00000A0000E60"
"914920000","826800","3596","2334.5",""
"916173000","826800","3596","2338.7",""
"917247000","826800","3596","2341.3",""
"918438000","826800","3596","2345.1",""
"919697000","826800","3596","2349.0",""
"920831000","826800","3597","2351.9",""
"922084000","826800","3596","2354.9",""
"923158000","826800","3597","2357.5",""
"924470000","826800","3596","2360.9",""
"925602000","826800","3596","2363.8",""
"926855000","826800","3596","2367.2",""
"927988000","826800","3596","2369.8",""
"929497000","771200","3596","2374.0",""
"930687000","771200","3596","2377.0",""
"931940000","771200","3597","2380.4",""
"933074000","771200","3596","2383.0",""
"934326000","771200","3597","2386.4",""
"935401000","771200","3596","2388.9",""
"936712000","771200","3597","2392.3",""
"937845000","771200","3596","2394.9",""
"938984000","771200","3596","2397.8",""
"940237000","771200","3596","2401.2",""
"941311000","771200","3595","2403.8",""
"942501000","771200","3596","2406.8",""
"943754000","771200","3596","2410.2",""
"944887000","771200","3596","2412.7",""
"946139000","771200","3596","2416.1",""
"947213000","771200","3595","2418.7",""
"948403000","771200","3596","2421.6",""
"949662000","771200","3595","2425.0",""
"950799000","771200","3595","2427.6",""
"952051000","771200","3595","2431.0",""
"953126000","699300","3595","2433.5",""
"954437000","699300","3595","2436.9",""
"955571000","699300","3595","2439.9",""
"956823000","699300","3595","2443.3",""
"957956000","699300","3595","2445.9",""
"959464000","699300","3595","2449.7",""
"960655000","699300","3594","2452.7",""
"961788000","699300","3594","2455.6",""
"963041000","699300","3594","2459.0",""
"964175000","699300","3595","2462.0",""
"965677000","699300","3595","2465.8",""
"966868000","699300","3595","2468.8",""
"968001000","699300","3594","2471.4",""
"969260000","699300","3594","2474.8",""
"970393000","699300","3593","2477.7",""
"971896000","699300","3594","2481.6",""
"973089000","699300","3594","2484.5",""
"974221000","699300","3593","2487.5",""
"975354000","699300","3594","2490.1",""
"976607000","709000","3593","2493.5",""
"977682000","709000","3593","2496.0",""
"978879000","709000","3593","2499.0",""
"980132000","709000","3593","2502.4",""
"981265000","709000","3592","2504.9",""
"982517000","709000","3593","2508.3",""
"983590000","709000","3592","2510.9",""
"984782000","709000","3593","2513.9",""
"986036000","709000","3593","2516.8",""
"987169000","709000","3593","2518.1",""
"988422000","709000","3593","2519.7",""
"989503000","709000","3594","2521.0",""
"990813000","709000","3593","2522.6",""
"991946000","709000","3593","2523.9",""
"993204000","709000","3593","2525.5",""
"994338000","709000","3593","2527.2",""
"995840000","709000","3593","2528.9",""
"997032000","709000","3593","2530.1",""
"998165000","709000","3593","2533.1",""
"999423000","709000","3593","2536.5",""
"1000556000","709000","3593","2539.5",""
"1002059000","709000","3594","2543.3",""
"1003251000","709000","3594","2546.3",""
"1004383000","709000","3594","2548.8",""
"1005636000","562100","3594","2552.2",""
"1006769000","562100","3594","2555.2",""
"1008271000","562100","3594","2559.0",""
"1009468000","562100","3594","2560.7",""
"1010602000","562100","3594","2562.4",""
"1011855000","562100","3595","2564.0",""
"1012988000","562100","3595","2565.3",""
"1014490000","562100","3594","2566.9",""
"1015681000","562100","3595","2568.6",""
"1016815000","562100","3595","2569.8",""
"1018067000","562100","3594","2571.5",""
"1019206000","562100","3595","2573.2",""
"1020708000","562100","3595","2575.2",""
"1021900000","562100","3596","2576.5",""
"1023032000","562100","3595","2578.1",""
"1024285000","562100","3596","2579.8",""
"1025420000","562100","3595","2581.0",""
"1026922000","562100","3595","2583.1",""
"1028114000","562100","3595","2584.4",""
"1029253000","562100","3596","2585.6",""
"1030506000","562100","3595","2587.3",""
"1031639000","562100","3596","2589.4",""
"1033141000","562100","3595","2593.2",""
"1034338000","562100","3595","2596.2",""
"1035471000","562100","3595","2599.2",""
"1036604000","562100","3595","2601.7",""
"1037857000","562100","3595","2605.1",""
"1038937000","562100","3595","2607.6",""
"1040128000","470400","3595","2610.6",""
"1041380000","470400","3595","2613.6",""
"1042514000","470400","3595","2616.6",""
"1043767000","470400","3595","2620.0",""
"1044841000","470400","3595","2622.5",""
"1046032000","470400","3594","2625.5",""
"1047286000","470400","3594","2628.9",""
"1048420000","470400","3595","2631.4",""
"1049678000","470400","3594","2634.8",""
"1050744000","470400","3594","2637.4",""
"1052063000","470400","3594","2640.8",""
"1053196000","470400","3594","2643.8",""
"1054449000","470400","3594","2647.2",""
"1055583000","470400","3594","2649.7",""
"1057085000","470400","3593","2653.5",""
"1058277000","470400","3593","2656.5",""
"1059416000","470400","3594","2659.5",""
"1060669000","470400","3594","2662.9",""
"1061803000","470400","3594","2665.4",""
"1063306000","702900","3594","2669.3",""
"1064496000","702900","3593","2672.2",""
"1065629000","702900","3593","2675.2",""
"1066883000","702900","3594","2676.9",""
"1068016000","702900","3593","2678.6",""
"1069524000","702900","3593","2680.2",""
"1070716000","702900","3593","2681.9",""
"1071849000","702900","3593","2683.1",""
"1073102000","702900","3593","2684.8",""
"1074236000","702900","3593","2686.0",""
"1075739000","702900","3593","2688.1",""
"1076935000","702900","3593","2689.3",""
"1078068000","702900","3593","2692.3",""
"1079327000","702900","3593","2695.7",""
"1080460000","702900","3593","2698.7",""
"1081954000","702900","3593","2702.1",""
"1083153000","702900","3593","2705.1",""
"1084287000","702900","3593","2708.0",""
"1085540000","702900","3592","2711.4",""
"1086674000","702900","3593","2714.4",""
"1088177000","702900","3593","2717.8",""
"1089374000","702900","3593","2721.2",""
"1090508000","702900","3593","2724.2",""
"1091761000","565200","3594","2727.2",""
"1092894000","565200","3594","2730.1",""
"1094396000","565200","3594","2734.0",""
"1095588000","565200","3594","2736.9",""
"1096721000","565200","3594","2739.9",""
"1097853000","565200","3594","2742.5",""
"1099112000","565200","3594","2745.9",""
"1100179000","565200","3594","2748.0",""
"1101378000","565200","3594","2749.2",""
"1102630000","565200","3594","2751.3",""
"1103763000","565200","3594","2752.6",""
"1105016000","565200","3595","2754.2",""
"1106090000","565200","3595","2755.5",""
"1107281000","565200","3594","2756.7",""
"1108534000","565200","3595","2758.4",""
"1109674000","565200","3594","2759.6",""
"1110927000","565200","3595","2761.3",""
"1112001000","565200","3595","2765.1","0x3D04D4EA0000E60"
"1112894000","565200","3595","2769.8","0xA2D04B34A0000E60"
"1114028000","565200","3595","2772.4",""
"1115281000","565200","3595","2775.4",""
"1116414000","565200","3595","2777.9",""
"1117489000","565200","3596","2780.0",""
"1118684000","565200","3596","2782.5",""
"1119942000","575100","3595","2785.5",""
"1121076000","575100","3596","2788.1",""
"1122330000","575100","3594","2791.0",""
"1123396000","575100","3595","2793.1",""
"1124714000","575100","3595","2797.0",""
"1125848000","575100","3595","2800.4",""
"1127100000","575100","3595","2804.2",""
"1128234000","575100","3595","2807.6",""
"1129742000","575100","3596","2811.9",""
"1130934000","575100","3595","2815.3",""
"1132067000","575100","3595","2818.7",""
"1133320000","575100","3595","2822.6",""
"1134453000","575100","3596","2826.0",""
"1135956000","575100","3595","2830.2",""
"1137147000","575100","3596","2833.6",""
"1138279000","575100","3596","2837.5",""
"1139537000","575100","3596","2840.9",""
"1140670000","787900","3595","2844.3",""
"1142172000","787900","3595","2848.6",""
"1143364000","787900","3595","2852.0",""
"1144497000","787900","3595","2855.4",""
"1145750000","787900","3595","2859.2",""
"1146884000","787900","3595","2862.6",""
"1148387000","787900","3594","2866.9",""
"1149583000","787900","3594","2870.3",""
"1150715000","787900","3593","2873.7",""
"1151969000","787900","3594","2877.6",""
"1153102000","787900","3593","2881.0",""
"1154605000","787900","3594","2885.2",""
"1155796000","787900","3593","2888.6",""
"1156931000","787900","3593","2892.1",""
"1158063000","787900","3593","2895.5",""
"1159321000","787900","3593","2899.3",""
"1160400000","816300","3593","2902.3",""
"1161590000","816300","3593","2905.7",""
"1162844000","816300","3592","2909.5",""
"1163978000","816300","3593","2913.0",""
"1165231000","816300","3593","2916.8",""
"1166304000","816300","3592","2919.8",""
"1167494000","816300","3593","2923.2",""
"1168753000","816300","3593","2927.0",""
"1169886000","816300","3594","2930.0",""
"1171139000","816300","3594","2934.3",""
"1172214000","816300","3593","2936.8",""
"1173524000","816300","3593","2941.1",""
"1174657000","816300","3592","2944.1",""
"1175910000","816300","3592","2947.9",""
"1177043000","816300","3592","2951.3",""
"1178547000","816300","3592","2955.6",""
"1179742000","816300","3592","2959.4",""
"1180875000","815500","3593","2962.4",""
"1182126000","815500","3592","2966.2",""
"1183260000","815500","3593","2969.7",""
"1184763000","815500","3593","2974.4",""
"1185953000","815500","3593","2977.8",""
"1187087000","815500","3593","2981.2",""
"1188339000","815500","3594","2984.6",""
"1189478000","815500","3593","2988.0",""
"1190980000","815500","3593","2992.7",""
"1192173000","815500","3593","2996.1",""
"1193306000","815500","3594","2999.5",""
"1194559000","815500","3594","3003.3",""
"1195693000","815500","3593","3006.3",""
"1197196000","815500","3594","3011.0",""
"1198387000","815500","3594","3014.4",""
"1199526000","815500","3594","3017.8",""
"1200778000","827300","3594","3021.7",""
"1201917000","827300","3594","3024.7",""
"1203419000","827300","3595","3029.4",""
"1204611000","827300","3594","3032.8",""
"1205745000","827300","3596","3036.6",""
"1206997000","827300","3596","3040.0",""
"1208131000","827300","3596","3043.4",""
"1209640000","827300","3596","3047.7",""
"1210831000","827300","3596","3051.1",""
"1211964000","827300","3597","3054.5",""
"1213218000","827300","3596","3058.3",""
"1214352000","827300","3597","3061.8",""
"1215855000","827300","3597","3066.0",""
"1217046000","827300","3597","3069.4",""
"1218179000","827300","3597","3072.8",""
"1219318000","827300","3597","3076.3",""
"1220570000","819800","3597","3080.1",""
"1221644000","819800","3598","3083.1",""
"1222835000","819800","3598","3086.5",""
"1224088000","819800","3598","3090.3",""
"1225220000","819800","3597","3093.3",""
"1226472000","819800","3597","3097.1",""
"1227546000","819800","3597","3100.1",""
"1228743000","819800","3596","3103.5",""
"1229996000","819800","3596","3107.4",""
"1231130000","819800","3596","3110.8",""
"1232383000","819800","3596","3114.6",""
"1233458000","819800","3597","3117.6",""
"1234769000","819800","3596","3121.4",""
"1235902000","819800","3597","3124.8",""
"1237155000","819800","3597","3128.7",""
"1238289000","819800","3598","3132.1",""
"1239797000","819800","3598","3136.4",""
"1240989000","811900","3598","3139.8",""
"1242122000","811900","3597","3143.2",""
"1243374000","811900","3598","3147.0",""
"1244513000","811900","3597","3150.4",""
"1246016000","811900","3598","3154.7",""
"1247207000","811900","3598","3158.1",""
"1248339000","811900","3597","3161.5",""
"1249597000","811900","3597","3165.4",""
"1250730000","811900","3598","3168.8",""
"1252234000","811900","3597","3173.0",""
"1253425000","811900","3597","3176.4",""
"1254558000","811900","3596","3179.9",""
"1255811000","811900","3596","3183.7",""
"1256945000","811900","3597","3187.1",""
"1258447000","811900","3597","3191.4",""
"1259645000","811900","3596","3194.8",""
"1260778000","819900","3596","3198.2",""
"1262029000","819900","3595","3202.0",""
"1263164000","819900","3596","3205.4",""
"1264649000","819900","3595","3209.7",""
"1265848000","819900","3595","3213.1",""
"1266981000","819900","3594","3216.5",""
"1268234000","819900","3594","3220.4",""
"1269373000","819900","3594","3223.8",""
"1270876000","819900","3594","3228.0",""
"1272068000","819900","3594","3231.4",""
"1273418000","819900","3594","3235.7","0x82D00000A0000E60"
"1274552000","819900","3594","3239.1",""
"1275805000","819900","3594","3243.0",""
"1276880000","819900","3594","3245.5",""
"1278191000","819900","3594","3249.8","0xA2D00000A0000E60"
"1279331000","819900","3595","3252.8",""
"1280680000","821300","3594","3257.0","0x82D00000A0000E60"
"1281813000","821300","3595","3260.4",""
"1283316000","821300","3594","3264.7",""
"1284506000","821300","3594","3268.1","0x3D04B42A0000E60"
"1285244000","821300","3594","3270.2","0xA2D04B34A0000E60"
"1286381000","821300","3595","3273.6",""
"1287635000","821300","3595","3277.5",""
"1289240000","821300","3595","3282.2","0x82D00000A0000E60"
"1290432000","821300","3595","3285.6",""
"1291685000","821300","3595","3289.4","0xA2D00000A0000E60"
"1292818000","821300","3595","3292.8",""
"1294168000","821300","3595","3296.7","0x82D00000A0000E60"
"1295243000","821300","3594","3299.7","0xA2D04B34A0000E60"
"1296433000","821300","3594","3303.1",""
"1297687000","821300","3594","3306.9",""
"1298826000","821300","3593","3310.3",""
"1300079000","821300","3593","3314.2",""
"1301678000","817800","3593","3318.8","0x82D00000A0000E60"
"1302870000","817800","3593","3322.3",""
"1304123000","817800","3592","3326.1","0xA2D00000A0000E60"
"1305256000","817800","3592","3329.5",""
"1306509000","817800","3592","3333.3",""
"1307583000","817800","3592","3336.3",""
"1308778000","817800","3592","3339.7",""
"1310030000","817800","3592","3343.6",""
"1311164000","817800","3592","3347.0",""
"1312417000","817800","3592","3350.8",""
"1313491000","817800","3592","3353.4",""
"1314802000","817800","3592","3357.6",""
"1315935000","817800","3592","3361.1",""
"1317188000","817800","3592","3364.5",""
"1318321000","817800","3592","3367.9",""
"1319829000","817800","3592","3372.6",""
"1321019000","817800","3592","3376.0",""
"1322272000","822400","3592","3379.8",""
"1323406000","822400","3593","3383.2",""
"1324659000","822400","3592","3387.1",""
"1325732000","822400","3592","3389.6",""
"1327044000","822400","3592","3393.9",""
"1328182000","822400","3592","3396.9",""
"1329320000","822400","3593","3400.3",""
"1330572000","822400","3592","3404.1",""
"1331645000","822400","3592","3407.1",""
"1332836000","822400","3592","3410.5",""
"1334088000","822400","3592","3414.3",""
